name,date_of_birth,company_id,last_active,score,joined_league,us_state
Jordan Solis,1991-08-21,20,2018-03-01,57,1982,Tennessee
Philip Phillips,1994-02-25,17,2018-11-23,42,1990,Montana
Kristen Allen,1978-06-27,1,2018-04-29,47,1977,Montana
Justin Phillips,1995-11-12,1,2018-04-02,80,1975,Virginia
Monica Hendrix,1998-05-05,2,2018-04-07,71,1987,Delaware
Ana Kirk,1997-07-03,18,2018-08-14,58,1977,Oklahoma
Matthew Donovan,1992-06-09,1,2018-05-20,65,1972,Michigan
Anna Gray,1969-05-21,20,2018-10-29,70,1997,New Hampshire
Andrew Miller DVM,1990-04-02,16,2018-02-11,69,1978,Kentucky
Kelly Bowers DDS,1988-07-17,20,2018-07-09,57,2013,Kentucky
Rachel Wiley,1995-06-28,3,2018-12-18,83,1971,Arizona
Catherine Smith,1995-04-28,14,2018-12-02,44,1992,New Jersey
Tracy Lewis,1996-08-17,10,2018-05-28,78,1981,New Jersey
Alicia Alvarez,1993-04-23,3,2018-07-12,68,1990,Arkansas
Connie Williams,1994-11-01,0,2018-05-11,45,1979,California
Ashley Brown,1998-11-18,17,2018-03-03,30,1980,Alabama
Rachel Perez,1991-03-24,10,2018-07-04,69,1988,Idaho
Cody Bishop,1989-12-20,12,2018-12-01,87,1977,Maine
Nathan Campbell,1998-07-15,20,2018-01-15,79,1974,Hawaii
Holly Zuniga,1990-02-19,2,2018-08-19,50,1988,Washington
Leah Lopez,1980-06-29,14,2018-05-12,35,1975,Utah
Allison Griffin,1974-12-29,0,2018-10-26,83,1971,Pennsylvania
Ashley Ramos,1991-07-01,20,2018-03-23,32,2015,Florida
Brandon Briggs,1966-09-13,20,2018-09-13,75,2018,Georgia
Steven Long,1998-10-18,19,2018-05-30,60,1985,New York
Brittany Lynch,1974-01-07,20,2018-02-12,30,1970,Florida
Thomas Rodriguez,1990-11-10,6,2018-01-14,45,1977,Texas
Samantha Howe,1993-03-20,1,2018-08-23,62,1987,Oregon
Michael Young,1990-04-02,13,2018-08-12,62,1976,Oklahoma
Diane Ellis,1978-03-09,8,2018-03-27,65,1974,West Virginia
Anthony Joseph,1987-01-27,5,2018-06-29,50,1975,Indiana
Ronald Archer,1998-01-26,20,2018-01-11,94,2014,South Dakota
Emma Johnson,1988-05-14,2,2018-01-12,65,1978,Georgia
Tracy Garrett,1993-08-31,7,2018-12-04,59,1974,South Carolina
Amanda Dominguez,1983-08-21,16,2018-05-15,98,1973,Texas
William Ruiz,1996-08-07,1,2018-03-25,41,1983,North Dakota
Brendan Li,1992-02-05,18,2018-03-19,40,1982,Maine
Raymond Christian,1996-09-24,5,2018-04-14,62,1975,Alabama
Amanda Hill,1994-07-24,11,2018-03-28,95,1990,Minnesota
Meagan Clark,1995-08-17,2,2018-10-02,58,1991,Wyoming
Kelsey Sullivan,1984-07-30,17,2018-06-09,72,1972,New York
Joseph Raymond,1983-10-28,4,2018-11-05,83,1977,Nebraska
Kimberly Hartman,1985-02-02,16,2018-11-06,83,1976,Alaska
Anna Tate,1997-03-12,2,2019-01-02,90,1971,Massachusetts
Sarah Zamora,1987-03-07,19,2018-03-22,85,1981,Colorado
Jennifer Dunn,1980-03-24,20,2018-07-06,30,1985,Michigan
Ellen Wells,1985-12-12,5,2018-03-05,59,1972,Arkansas
Michael Kent,1993-03-27,20,2018-04-05,89,1997,Texas
Michael Clark,1994-06-12,0,2018-06-01,90,1980,Missouri
Regina Ramirez,1971-02-05,20,2018-06-27,56,2018,Ohio
Paul Marshall,1986-08-25,11,2018-11-30,46,1982,Indiana
Diane Richards,1998-07-21,20,2018-05-17,91,2000,Wisconsin
Brian Rubio,1975-08-26,13,2018-11-20,55,1972,Kansas
Gregory Thomas,1990-03-14,0,2018-02-20,51,1981,North Carolina
Sheryl Clay,1994-02-26,15,2018-12-11,38,1975,Arkansas
Ann Cochran,1988-08-23,19,2018-05-19,38,1978,New Jersey
Sean Wilson,1972-08-31,7,2018-11-09,93,1970,Louisiana
William Lynch,1998-11-22,1,2018-06-02,61,1979,Pennsylvania
Tara Sanchez,1985-09-22,2,2018-02-22,47,1984,Oklahoma
Dylan Ray,1998-09-20,20,2018-04-25,49,1996,Washington
Zachary Young,1969-02-16,20,2018-08-25,56,1985,Montana
Kim Robbins,1995-05-21,17,2018-05-06,50,1981,New Jersey
David Robinson,1979-04-18,20,2018-12-10,68,2013,Arizona
Daniel Armstrong,1989-11-15,17,2018-11-24,98,1977,Rhode Island
Travis Allen,1983-10-04,17,2018-03-20,76,1982,Washington
Julie Garcia,1991-08-28,19,2018-10-18,52,1973,Iowa
Mary Brown,1983-11-11,6,2018-02-05,43,1971,Washington
Angelica Lopez,1995-04-21,12,2018-11-20,82,1989,Ohio
Kenneth Gomez,1988-12-15,18,2018-09-04,89,1982,Montana
Morgan Stevens,1988-05-11,2,2018-02-28,52,1975,West Virginia
Mr. Kevin Cooper,1973-07-30,0,2018-10-04,54,1970,Virginia
Sally Ramirez,1966-12-19,20,2018-04-27,73,2013,Rhode Island
Terry Garcia,1959-04-26,20,2018-03-03,59,2007,Nevada
Katelyn Taylor,1998-03-09,10,2018-03-06,90,1991,Iowa
Amber Carr,1976-05-28,3,2018-03-25,75,1970,Connecticut
Joshua Mueller,1995-09-26,11,2018-08-20,51,1973,Tennessee
William Leblanc,1990-01-23,20,2018-02-06,69,1974,North Carolina
Jennifer Hodge,1971-09-10,20,2018-08-11,74,1988,New Mexico
Victor Gross,1981-04-18,14,2018-06-04,49,1980,Mississippi
Samuel Hudson,1997-04-29,6,2018-09-14,65,1983,Minnesota
Christine Terry,1983-02-23,4,2018-12-20,56,1976,Colorado
Allen Gregory,1988-02-02,19,2018-05-17,66,1983,Delaware
Mark Greer,1992-06-26,17,2018-08-10,49,1986,Kentucky
Michael Smith,1988-09-14,2,2018-05-03,49,1975,New York
Scott Johnson,1998-04-02,1,2018-04-21,37,1984,Arizona
Jessica Turner,1985-12-22,9,2018-08-14,96,1975,Connecticut
Jose Johnson,1982-07-11,18,2018-02-10,37,1972,Colorado
Carlos Johnson,1983-11-12,20,2018-08-15,92,1984,Iowa
Levi Hernandez,1980-08-17,9,2018-05-07,80,1972,Massachusetts
Jesse Pierce,1990-12-31,17,2018-12-29,62,1981,South Carolina
Brittany Ross,1991-11-04,0,2018-02-05,30,1975,Pennsylvania
Natalie Vaughn MD,1991-06-16,12,2018-10-12,62,1986,Oregon
Andrea Wright,1992-01-08,7,2018-03-04,40,1986,Tennessee
Elizabeth Williams,1964-04-24,20,2018-11-01,56,1995,North Carolina
Shannon Wilson,1990-07-05,12,2018-12-23,96,1982,West Virginia
Julie Prince,1998-03-01,9,2018-02-24,56,1983,Wyoming
Kathleen Reese,1972-05-02,20,2018-09-10,96,2000,Michigan
Dr. Keith Duncan,1989-02-01,20,2018-07-27,40,1999,Mississippi
Robert Gallegos,1989-11-18,13,2018-10-13,75,1973,Missouri
Barbara Osborne,1982-04-14,0,2018-01-27,59,1979,Florida
Stephen Wright,1989-03-13,13,2018-09-17,46,1988,Iowa
Benjamin Lee,1995-01-15,12,2019-01-05,66,1993,Nebraska
Dylan Love,1978-11-30,7,2018-03-24,69,1974,West Virginia
Christopher Dean,1997-10-04,0,2018-10-01,60,1992,Florida
Alison Barnes,1998-01-27,12,2018-01-28,73,1970,Connecticut
Scott Nguyen,1992-08-07,12,2018-07-27,41,1986,Illinois
Rebecca George,1960-05-10,20,2018-06-02,82,1997,Tennessee
Joseph Vega,1997-07-12,5,2018-09-11,92,1978,Florida
Jennifer Hartman,1992-05-06,8,2018-01-18,77,1981,Hawaii
Aaron Baker,1992-09-01,12,2018-10-25,94,1985,Kansas
Jillian Jones,1986-12-20,4,2018-04-20,39,1982,Hawaii
Emily Duarte,1983-05-28,16,2018-12-17,83,1976,Kansas
Gary Thomas,1994-02-05,20,2018-11-17,61,2004,Indiana
Christine Shelton,1972-10-06,17,2018-06-23,74,1970,Massachusetts
Sarah Wu,1996-03-16,0,2018-08-13,58,1973,Florida
Kelly Vasquez,1988-05-09,2,2018-04-28,55,1976,South Carolina
Andrew Pollard,1974-01-19,20,2018-02-14,46,2010,Nebraska
Joyce Walker,1990-04-02,10,2018-06-12,41,1983,Michigan
Jeffrey Davis,1985-05-06,18,2018-12-25,85,1972,Rhode Island
Zachary Grant,1968-08-10,20,2018-02-22,33,1985,Vermont
Marcus Cummings,1992-05-07,19,2018-09-05,72,1985,Utah
Lisa Barber,1988-02-22,4,2018-04-12,58,1984,Maine
Danielle Dillon,1990-11-22,14,2018-05-28,83,1978,Idaho
Frances Solis,1995-09-07,7,2018-02-15,68,1978,Washington
Jacob Harris,1995-09-18,12,2018-09-12,37,1984,Oregon
Whitney Stafford,1964-05-09,20,2018-12-11,38,1977,New Hampshire
Jennifer Rodriguez,1986-12-21,7,2018-12-09,97,1977,South Carolina
Pamela Flores,1993-12-22,13,2018-05-15,38,1989,Ohio
Jesse Wright,1994-02-28,5,2018-09-06,87,1980,Montana
Lauren Brown,1996-05-09,4,2018-08-08,83,1974,Delaware
Shane Sanchez,1991-04-07,20,2018-03-20,47,1998,Maine
John Green,1987-05-19,6,2018-06-10,94,1974,Washington
Jason Moore,1994-09-04,1,2018-08-01,83,1988,Iowa
Angela Ross,1983-03-15,10,2018-09-06,93,1976,New Mexico
Virginia Jensen,1988-06-09,15,2018-06-05,86,1974,Pennsylvania
Timothy Castro,1988-05-08,9,2018-03-04,90,1982,Maine
Dustin Ryan,1987-06-14,2,2018-10-09,99,1978,Tennessee
David Vaughn,1995-09-06,6,2018-03-21,44,1973,Alabama
John Gardner,1977-01-13,0,2018-12-10,93,1973,Ohio
Emily Wang,1992-11-03,12,2018-01-19,99,1971,Oregon
Zachary Smith,1975-01-08,2,2018-12-01,90,1973,Oklahoma
Carly Anderson,1973-12-31,10,2018-12-08,40,1970,Michigan
Amy Cole,1998-06-17,13,2018-11-23,94,1987,Georgia
Mario Cooley,1996-09-11,5,2018-08-21,93,1987,Georgia
Dana Graves,1984-10-09,19,2018-08-31,34,1977,Alaska
Steven Barrett,1970-12-25,20,2018-10-04,71,1975,North Carolina
Kyle Peterson,1988-02-10,12,2018-05-10,37,1982,Colorado
Amber Phillips,1978-09-24,3,2018-08-17,68,1976,Arizona
Kristin White,1981-03-29,13,2018-12-06,90,1972,New Hampshire
Kelly Davis,1989-05-24,20,2018-09-14,70,1986,New Mexico
Laura Gordon,1984-02-12,19,2018-01-26,61,1972,Michigan
Kimberly Jackson,1998-10-18,3,2018-02-03,76,1982,Illinois
Jennifer Case,1984-12-17,11,2018-02-16,88,1977,Missouri
Victoria Parker,1992-08-26,20,2018-03-23,96,1993,Ohio
Karen Ward,1964-12-01,20,2018-05-08,68,1993,Pennsylvania
Amy Johnston,1975-05-19,20,2018-10-06,43,2006,Delaware
Mr. David Fletcher Jr.,1983-10-23,2,2018-07-04,71,1979,Georgia
Kirk Schmidt,1990-09-24,8,2018-09-13,83,1977,Nebraska
Christy Harris,1976-09-19,6,2018-05-13,96,1972,Minnesota
Wanda Torres,1984-06-29,20,2018-03-08,64,2000,Wisconsin
Cory Hampton,1989-07-01,14,2018-03-10,66,1970,Arizona
Adriana Williams,1966-07-26,20,2018-06-11,78,2006,Wisconsin
Brady Campos,1988-08-22,7,2018-12-10,95,1977,Nebraska
Kayla Sandoval,1985-04-04,4,2018-09-09,79,1979,South Dakota
Aaron Schultz,1993-01-23,13,2018-06-29,46,1988,California
Wendy Riley,1987-08-28,0,2018-12-03,39,1982,Mississippi
Carol Taylor,1987-04-16,0,2018-08-27,60,1973,Illinois
Mr. Jason Hill,1990-11-17,15,2018-09-18,49,1987,Oklahoma
Phillip Diaz,1977-04-05,19,2018-11-04,51,1973,South Dakota
Samantha Hernandez,1980-03-29,20,2018-05-27,52,1995,Maine
Brittany Adams,1979-12-24,20,2018-12-11,85,1979,Idaho
Joanna Armstrong,1982-01-30,2,2018-12-30,73,1977,Mississippi
Ronald Olson,1997-01-20,19,2018-06-09,57,1988,Rhode Island
Cheryl Miller,1979-11-20,18,2018-07-19,83,1976,New Mexico
Alan Solomon,1982-12-19,5,2018-04-01,85,1980,North Carolina
Shelby Taylor,1996-09-17,10,2018-05-01,89,1983,Maine
William Hall,1984-09-18,4,2018-05-30,48,1974,Delaware
Michelle Moore,1993-03-17,11,2018-11-21,91,1991,Maine
Christopher Hudson,1981-07-28,17,2018-12-30,80,1972,South Dakota
Sarah Galvan,1993-04-29,4,2018-12-15,37,1975,Alaska
Ms. Tina Moran,1978-02-15,12,2018-09-22,93,1974,New Mexico
Cynthia Franklin,1992-04-07,0,2018-06-25,83,1987,Iowa
Andrew Mayo,1984-10-21,4,2018-11-07,88,1978,Indiana
Penny Henderson,1998-03-06,7,2018-05-26,74,1982,New York
Christopher Williams,1996-07-19,10,2018-09-12,69,1991,Virginia
Dr. David Parrish,1993-02-03,4,2018-08-11,93,1989,Delaware
David Gibson,1992-05-18,17,2018-10-09,52,1976,Pennsylvania
Troy Miller,1988-08-19,0,2018-08-25,45,1976,Arizona
Angela Christensen,1989-02-08,9,2018-11-09,80,1980,Maine
Brian Miller,1991-12-11,7,2018-08-11,64,1990,California
Derek Burnett,1985-02-22,6,2018-07-30,39,1975,New Mexico
Elizabeth Dunn,1993-11-07,11,2018-04-01,51,1983,Oregon
James Crane,1991-01-25,6,2018-02-20,50,1975,Wyoming
Eric Cummings,1983-08-27,3,2018-11-25,44,1981,Maine
Joseph Clark,1982-08-06,12,2018-01-09,56,1973,New Hampshire
Gerald Flowers,1992-07-29,12,2018-02-26,38,1975,Idaho
Kimberly Miller,1997-11-27,16,2018-09-30,31,1978,Tennessee
Dr. Jerry Rubio,1986-08-08,3,2018-05-01,69,1980,Virginia
Sabrina Boyd,1983-03-12,10,2018-06-25,45,1980,Texas
Steven Gaines,1992-06-27,15,2018-01-09,39,1973,New Hampshire
Bailey Kim,1993-10-05,9,2018-07-25,39,1979,Texas
Krystal Lamb,1998-01-13,12,2018-03-15,67,1976,California
Chris Sloan,1961-09-16,20,2018-08-04,62,1995,South Dakota
Larry Briggs,1985-11-24,10,2018-07-02,36,1976,Wisconsin
Robert Forbes,1994-03-20,14,2018-07-25,81,1984,Arkansas
Heidi Velasquez,1990-09-10,18,2018-05-16,83,1979,Maine
Savannah Stout,1989-06-11,4,2018-05-15,48,1981,Wyoming
Michael Martinez,1990-07-26,11,2018-07-14,83,1975,Wyoming
Tyler Fletcher,1994-03-27,3,2018-03-03,59,1975,Wyoming
Bethany James,1993-03-10,10,2018-09-20,66,1973,Connecticut
Ralph Cooper,1991-11-27,14,2018-06-21,83,1982,Texas
Jerome Wright,1995-09-07,17,2018-01-17,37,1971,Illinois
David Phelps,1984-02-22,19,2018-12-06,87,1977,Colorado
Brittany Gray,1989-04-28,20,2018-07-16,91,2005,Virginia
Valerie Friedman,1992-01-20,10,2018-09-14,65,1983,Iowa
Michelle Robinson,1992-10-26,9,2018-11-03,37,1986,Colorado
David Kennedy,1976-09-17,12,2018-05-10,40,1972,Idaho
Dan Adams,1987-09-08,14,2018-03-05,91,1981,Idaho
Brett Christensen,1998-07-08,12,2018-07-09,54,1993,Kentucky
Patrick Moran,1992-10-01,19,2018-03-03,81,1972,New Mexico
Kristin Foley,1991-10-10,18,2018-06-02,67,1973,Kansas
Taylor Vance,1971-10-15,20,2018-10-02,36,1985,Tennessee
Daniel Dyer,1993-02-14,15,2018-10-15,68,1977,Vermont
John Lopez,1985-02-19,5,2018-07-31,95,1975,Virginia
